Marca,Modelo,Precio,Provincia,Año,Kilometraje,Transmisión,Dirección,Motor,Tracción,Color,Combustible,Enlace
HYUNDAI,I10,7900.0,COTOPAXI,2014,160000,MULTITRONIC,MECANICA,1000,4x2,AZUL,GASOLINA,
HYUNDAI,I10,9900.0,PICHINCHA,2012,17600,MANUAL,HIDRAULICA,1100,4x2,PLOMO,GASOLINA,
KIA,SORENTO,47000.0,PICHINCHA,2023,18167,AUTOMATICA,ELECTRONICA,3500,4x4,AZUL,GASOLINA,
KIA,SPORTAGE GT LINE AT,31970.0,PICHINCHA,2024,26200,AUTOMATICA,ELECTRONICA,2000,4x2,PLOMO,GASOLINA,
LEXUS,HS250H,15900.0,CARCHI,2010,65827,MULTITRONIC,ELECTRONICA,3300,4x2,ROSADO,HIBRIDO,
KIA,SPORTAGE R,22900.0,PICHINCHA,2017,131750,AUTOMATICA,HIDRAULICA,2000,4x2,ROJO,GASOLINA,
HONDA,CRV,9700.0,MORONA SANTIAGO,2006,195000,SPEEDTRONIC,ELECTRONICA,1488,4x4,AMARILLO,HIBRIDO,
KIA,NEW SPORTAGE GT LINE,31970.0,PICHINCHA,2024,24894,AUTOMATICA,ELECTRONICA,2000,4x2,PLOMO,GASOLINA,
JAC,T9,39700.0,PICHINCHA,2025,11000,AUTOMATICA,MECANICA,2316,4x2,ROSADO,DIESEL,
JEEP,GLADIATOR SPORT,41000.0,CARCHI,2022,24300,AUTOMATICA,HIDRAULICA,3600,4x4,ROJO,GASOLINA,
JEEP,WRANGLER RUBICON,42000.0,CHIMBORAZO,2022,44000,AUTOMATICA,HIDRAULICA,2000,4x4,VERDE,GASOLINA,
JEEP,GLADIATOR SPORT,44300.0,LOJA,2022,28700,AUTOMATICA,HIDRAULICA,3600,4x4,PLOMO,GASOLINA,
KIA,NIRO,26400.0,PICHINCHA,2023,19000,TIPTRONIC,ELECTRONICA,1600,4x2,BLANCO,HIBRIDO,
KIA,SPORTAGE R,13900.0,PICHINCHA,2011,206000,AUTOMATICA,HIDRAULICA,2000,4x2,ROJO,GASOLINA,
KIA,SPORTAGE,19900.0,AZUAY,2020,95000,AUTOMATICA,HIDRAULICA,1462,4x2,BLANCO,GASOLINA,
KIA,STONIC LX,20990.0,PICHINCHA,2024,25161,MANUAL,ASISTIDA,1000,4x2,ROJO,HIBRIDO,
KIA,CERATO KOUP,17800.0,PICHINCHA,2017,41355,AUTOMATICA,HIDRAULICA,2000,4x2,PLOMO,GASOLINA,
JEEP,CHEROKEE,35000.0,PICHINCHA,2019,52000,AUTOMATICA,ELECTRONICA,2400,4x2,BLANCO,GASOLINA,
JEEP,CHEROKEE,38800.0,PICHINCHA,2016,117642,AUTOMATICA,HIDRAULICA,3600,4x4,BLANCO,GASOLINA,
KIA,SPORTAGE GT LINE AT,24800.0,PICHINCHA,2019,140000,AUTOMATICA,HIDRAULICA,2000,4x2,NEGRO,GASOLINA,
KIA,PICANTO LX,12900.0,PICHINCHA,2023,43000,TIPTRONIC,ELECTRONICA,1000,AWD,PLOMO,DIESEL,
KIA,PICANTO LX,12800.0,PICHINCHA,2023,36000,MANUAL,ELECTRONICA,1000,4x2,ROJO,GASOLINA,
KIA,PICANTO LX,12500.0,PICHINCHA,2022,65000,MANUAL,ASISTIDA,1200,4x2,PLOMO,GASOLINA,
KIA,CERATO KOUP,16700.0,BOLIVAR,2017,72929,AUTOMATICA,HIDRAULICA,2000,4x2,PLOMO,GASOLINA,
KIA,CERATO KOUP,16900.0,PICHINCHA,2017,40380,AUTOMATICA,ELECTRONICA,2000,4x2,NEGRO,GASOLINA,
HYUNDAI,TERRACAN,9900.0,AZUAY,2005,312000,AUTOMATICA,HIDRAULICA,2900,4x4,BLANCO,DIESEL,
KIA,STONIC LX,15700.0,PICHINCHA,2022,76090,MANUAL,ASISTIDA,1000,4x2,PLOMO,GASOLINA,
KIA,STONIC LX,16900.0,PICHINCHA,2022,31000,MANUAL,ASISTIDA,1000,4x2,NEGRO,HIBRIDO,
KIA,STONIC,16460.0,PICHINCHA,2022,46942,MANUAL,ELECTRONICA,1000,4x2,NEGRO,GASOLINA,
KIA,STONIC LX,17970.0,PICHINCHA,2024,33359,MANUAL,ELECTRONICA,1000,4x2,PLOMO,GASOLINA,
KIA,STONIC LX,17970.0,PICHINCHA,2024,27497,MANUAL,ELECTRONICA,1000,4x2,ROJO,GASOLINA,
KIA,STONIC LX,17970.0,PICHINCHA,2024,26392,MANUAL,ELECTRONICA,1000,4x2,BLANCO,GASOLINA,
KIA,STONIC LX,17970.0,PICHINCHA,2024,28993,MANUAL,ELECTRONICA,1000,4x2,PLOMO,GASOLINA,
HYUNDAI,STARIA,39800.0,CHIMBORAZO,2024,40000,MANUAL,HIDRAULICA,2200,4x2,AZUL,DIESEL,
HYUNDAI,STARIA,39900.0,PICHINCHA,2023,85000,MANUAL,HIDRAULICA,2200,4x2,BLANCO,DIESEL,
KIA,SELTOS,20470.0,PICHINCHA,2020,51250,AUTOMATICA,ELECTRONICA,1600,4x2,BLANCO,GASOLINA,
KIA,PICANTO EX,15900.0,CHIMBORAZO,2024,19800,AUTOMATICA,HIDRAULICA,1200,4x2,BLANCO,GASOLINA,
KIA,PICANTO,15900.0,CHIMBORAZO,2024,19800,AUTOMATICA,HIDRAULICA,1200,4x2,BLANCO,GASOLINA,
KIA,SELTOS,21800.0,PICHINCHA,2022,67412,AUTOMATICA,ELECTRONICA,1600,4x2,ROJO,GASOLINA,
FORD,EXPLORER XLT,8900.0,TUNGURAHUA,2007,260000,AUTOMATICA,ELECTRONICA,4000,4x4,ROJO,GASOLINA,
KIA,STONIC LX,16900.0,PICHINCHA,2024,55652,MANUAL,HIDRAULICA,1000,4x4,BLANCO,GASOLINA,
KIA,STONIC LX,16900.0,PICHINCHA,2024,55652,MANUAL,ASISTIDA,1000,4x2,BLANCO,GASOLINA,
KIA,STONIC LX,16900.0,PICHINCHA,2024,12200,MANUAL,ASISTIDA,1000,4x2,NEGRO,HIBRIDO,
KIA,STONIC LX,17400.0,PICHINCHA,2024,39000,MANUAL,ELECTRONICA,1000,4x2,PLOMO,GASOLINA,
KIA,STONIC,17400.0,PICHINCHA,2024,39000,MANUAL,ELECTRONICA,1000,4x2,PLOMO,HIBRIDO,
KIA,STONIC LX,16460.0,PICHINCHA,2024,26207,MANUAL,ELECTRONICA,1000,4x2,NEGRO,GASOLINA,
KIA,STONIC LX,16460.0,PICHINCHA,2024,25975,MANUAL,ASISTIDA,1000,4x2,ROJO,GASOLINA,
HYUNDAI,TUCSON,30000.0,PICHINCHA,2022,14500,MANUAL,ASISTIDA,1300,4x4,CAFE,GASOLINA,
KIA,SPORTAGE LX,10100.0,GUAYAS,2013,195000,AUTOMATICA,HIDRAULICA,2000,4x2,NEGRO,GASOLINA,
KIA,SPORTAGE LX AT,13500.0,PICHINCHA,2015,130000,AUTOMATICA,HIDRAULICA,2000,4x2,PLOMO,GASOLINA,
KIA,SPORTAGE LX,12850.0,PICHINCHA,2015,180800,AUTOMATICA,HIDRAULICA,2000,4x2,PLOMO,GASOLINA,
KIA,SPORTAGE R GTI LX AC,19900.0,PICHINCHA,2017,132000,AUTOMATICA,ELECTRONICA,2000,4x2,CELESTE,GASOLINA,
KIA,STONIC LX,14990.0,TUNGURAHUA,2023,40000,CVT,ASISTIDA,1498,4x2,CREMA,ELECTRICO,
KIA,STONIC,12490.0,GUAYAS,2023,48000,MANUAL,ELECTRONICA,2776,AWD,PLOMO,GASOLINA,
KIA,SPORTAGE R GTI A\C 2.0 TM,17970.0,MANABI,2018,157356,MANUAL,ASISTIDA,2000,4x2,BLANCO,GASOLINA,
KIA,SPORTAGE R GTI,24900.0,PICHINCHA,2019,23000,TIPTRONIC,ELECTRONICA,2000,4x2,AZUL,GASOLINA,
KIA,SPORTAGE R LX 2.0,18990.0,PICHINCHA,2015,124141,MANUAL,ASISTIDA,2000,4x2,PLOMO,GASOLINA,
KIA,SORENTO,14990.0,PICHINCHA,2013,189000,AUTOMATICA,HIDRAULICA,2400,4x2,AZUL,GASOLINA,
KIA,SPORTAGE R GTI,27900.0,CARCHI,2019,87200,MANUAL,HIDRAULICA,2000,4x2,AZUL,GASOLINA,
KIA,SPORTAGE LX,11500.0,PICHINCHA,2012,120000,AUTOMATICA,HIDRAULICA,2000,4x2,NEGRO,GASOLINA,
KIA,SORENTO,13500.0,PICHINCHA,2012,110000,AUTOMATICA,HIDRAULICA,2700,4x4,BLANCO,GASOLINA,
KIA,CARNIVAL,14990.0,PICHINCHA,2015,349458,MANUAL,HIDRAULICA,2900,4x2,ROJO,GASOLINA,
KIA,STONIC,13990.0,BOLIVAR,2021,105000,STEPTRONIC,MECANICA,2776,4x4,ROSADO,HIBRIDO,
KIA,STONIC LX,14400.0,PICHINCHA,2021,48000,AUTOMATICA,HIDRAULICA,1000,4x2,AZUL,GASOLINA,
KIA,CARNIVAL,26900.0,PICHINCHA,2018,47160,AUTOMATICA,MECANICA,3300,4x2,PLOMO,GASOLINA,
KIA,CARNIVAL,27270.0,PICHINCHA,2021,90430,AUTOMATICA,ELECTRONICA,3300,4x2,PLOMO,GASOLINA,
KIA,CARNIVAL,27270.0,PICHINCHA,2021,90084,TIPTRONIC,ELECTRONICA,1968,4x2,NEGRO,GASOLINA,
KIA,STONIC LX,14500.0,CHIMBORAZO,2021,57000,MANUAL,ELECTRONICA,1000,4x2,PLOMO,HIBRIDO,
HYUNDAI,ACCENT NEW,17500.0,PICHINCHA,2023,49699,MANUAL,ASISTIDA,1600,4x2,BLANCO,GASOLINA,
HYUNDAI,ACCENT NEW,21900.0,PICHINCHA,2024,11400,MANUAL,ELECTRONICA,1500,4x2,PLOMO,GASOLINA,
KIA,GRAND CARNIVAL,11900.0,PICHINCHA,2007,240000,AUTOMATICA,HIDRAULICA,2900,4x2,PLOMO,DIESEL,
KIA,SORENTO,12000.0,PICHINCHA,2010,225000,AUTOMATICA,ASISTIDA,3500,4x2,NEGRO,GASOLINA,
KIA,NIRO HIBRIDO,14900.0,PICHINCHA,2018,123000,AUTOMATICA,ASISTIDA,3700,AWD,PLOMO,GASOLINA,
KIA,CARNIVAL,27900.0,PICHINCHA,2020,87172,TIPTRONIC,HIDRAULICA,3500,4x2,VINO,GASOLINA,
KIA,NIRO HIBRIDO,12900.0,BOLIVAR,2017,160000,MANUAL,HIDRAULICA,1488,4x2,NEGRO,GASOLINA,
KIA,SORENTO,11900.0,PICHINCHA,2010,279400,AUTOMATICA,ASISTIDA,3500,4x4,PLOMO,GASOLINA,
KIA,CARENS,24470.0,PICHINCHA,2023,28860,MANUAL,ELECTRONICA,1500,4x2,BLANCO,GASOLINA,
KIA,CARENS,24470.0,PICHINCHA,2023,31021,MANUAL,ELECTRONICA,1500,4x2,PLOMO,GASOLINA,
KIA,CARENS,24470.0,PICHINCHA,2023,27416,MANUAL,ELECTRONICA,1500,4x2,PLOMO,GASOLINA,
KIA,CARENS,24470.0,PICHINCHA,2023,29090,MANUAL,ELECTRONICA,1500,4x2,PLOMO,GASOLINA,
KIA,CARENS,24470.0,PICHINCHA,2023,28353,MANUAL,ELECTRONICA,1500,4x2,BLANCO,GASOLINA,
KIA,CARENS,24470.0,PICHINCHA,2023,25831,MANUAL,ELECTRONICA,1500,4x2,BLANCO,GASOLINA,
KIA,CARENS,23460.0,PICHINCHA,2023,26749,MANUAL,ELECTRONICA,1500,4x2,PLOMO,GASOLINA,
KIA,CARENS,24470.0,PICHINCHA,2023,30780,MANUAL,ELECTRONICA,1500,4x2,AZUL,GASOLINA,
HYUNDAI,ACCENT,12990.0,PICHINCHA,2013,263774,MANUAL,HIDRAULICA,1400,4x2,NEGRO,GASOLINA,
HYUNDAI,ACCENT,13400.0,PICHINCHA,2014,187000,MANUAL,HIDRAULICA,1600,4x2,BLANCO,GASOLINA,
KIA,OPTIMA,16200.0,PICHINCHA,2017,130000,AUTOMATICA,HIDRAULICA,2000,4x2,PLOMO,GASOLINA,
KIA,SPORTAGE EUROPA,25800.0,MANABI,2022,62000,AUTOMATICA,HIDRAULICA,2000,4x2,ROJO,GASOLINA,
KIA,SOUL,12990.0,PICHINCHA,2016,69171,AUTOMATICA,HIDRAULICA,1332,4x2,BLANCO,ELECTRICO,
FIAT,FIORINO FIRE,8490.0,PICHINCHA,2011,155490,MANUAL,MECANICA,1300,4x2,BLANCO,GASOLINA,
KIA,CARENS,24470.0,PICHINCHA,2023,32060,MANUAL,ELECTRONICA,1500,4x2,PLOMO,GASOLINA,
KIA,CARENS,24470.0,PICHINCHA,2023,29724,MANUAL,ELECTRONICA,1500,4x2,PLOMO,GASOLINA,
KIA,CARENS,24470.0,PICHINCHA,2023,27417,MANUAL,ELECTRONICA,1600,4x2,PLOMO,GASOLINA,
KIA,CARENS,24499.0,EL ORO,2023,28888,ECVT,HIDRAULICA,5300,AWD,AZUL,ELECTRICO,
KIA,CARENS,24470.0,PICHINCHA,2023,26749,MANUAL,ASISTIDA,1500,4x2,BLANCO,GASOLINA,
KIA,CARENS,24470.0,PICHINCHA,2023,27158,MANUAL,ELECTRONICA,1500,4x2,PLOMO,GASOLINA,
KIA,SPORTAGE EUROPA,24900.0,LOS RIOS,2020,94000,9G-TRONIC,HIDRAULICA,3400,AWD,NEGRO,ELECTRICO,
KIA,SONET,21750.0,PICHINCHA,2023,31170,AUTOMATICA,HIDRAULICA,1500,4x2,PLOMO,GASOLINA,
KIA,RIO LX,16400.0,PICHINCHA,2020,67000,MANUAL,HIDRAULICA,1400,4x2,BLANCO,GASOLINA,
KIA,RIO,16400.0,PICHINCHA,2020,67000,MANUAL,HIDRAULICA,1400,4x2,BLANCO,GASOLINA,
KIA,RIO LX,16400.0,PICHINCHA,2020,67000,MANUAL,HIDRAULICA,1400,AWD,BLANCO,GASOLINA,
KIA,RIO LX AC,15500.0,PICHINCHA,2020,77500,MANUAL,ASISTIDA,2000,4x2,BLANCO,GASOLINA,
KIA,RIO,15990.0,PICHINCHA,2020,55000,MANUAL,ELECTRONICA,1400,4x2,PLOMO,GASOLINA,
KIA,RIO LX AC,12000.0,GUAYAS,2021,23600,AUTOMATICA,HIDRAULICA,1400,4x2,PLOMO,GASOLINA,
KIA,RIO LX,14900.0,PICHINCHA,2020,141000,MANUAL,ASISTIDA,1400,4x2,NEGRO,GASOLINA,
KIA,RIO,14900.0,PICHINCHA,2019,70000,MANUAL,HIDRAULICA,1400,4x2,PLOMO,GASOLINA,
KIA,RIO LX,14900.0,PICHINCHA,2019,103359,MANUAL,HIDRAULICA,1400,4x2,PLOMO,GASOLINA,
KIA,RIO,14990.0,PICHINCHA,2019,75000,MANUAL,ELECTRONICA,1400,4x2,PLOMO,GASOLINA,
KIA,RIO LX,14900.0,PICHINCHA,2019,123000,MANUAL,HIDRAULICA,3604,4x2,BLANCO,GASOLINA,
KIA,RIO LX,14900.0,PICHINCHA,2019,94000,MANUAL,HIDRAULICA,1400,4x2,BLANCO,GASOLINA,
KIA,RIO,18470.0,TUNGURAHUA,2024,22098,MANUAL,HIDRAULICA,1400,4x2,PLOMO,GASOLINA,
KIA,RIO LX AC,18470.0,PICHINCHA,2024,29960,MANUAL,ELECTRONICA,1400,4x2,PLOMO,GASOLINA,
KIA,RIO,17900.0,PICHINCHA,2023,33000,AUTOMATICA,ELECTRONICA,1400,4x2,NEGRO,GASOLINA,
KIA,RIO LX AC,17900.0,PICHINCHA,2023,33000,AUTOMATICA,HIDRAULICA,1368,4x2,NEGRO,GASOLINA,
KIA,SPORTAGE SL,20600.0,PICHINCHA,2019,64000,MANUAL,HIDRAULICA,2000,4x2,BLANCO,GASOLINA,
KIA,SPORTAGE SL,18400.0,GUAYAS,2021,70000,AUTOMATICA,ASISTIDA,2500,4x4,VINO,DIESEL,
KIA,RIO R,14400.0,PICHINCHA,2019,86400,MANUAL,ELECTRONICA,1400,4x2,BLANCO,GASOLINA,
FORD,FREESTAR,6400.0,GUAYAS,2004,138600,AUTOMATICA,HIDRAULICA,4200,4x2,AMARILLO,GASOLINA,
KIA,SPORTAGE SL AT,19900.0,PICHINCHA,2020,46814,AUTOMATICA,ASISTIDA,2000,4x2,NEGRO,GASOLINA,
KIA,SPORTAGE SL,18791.0,PICHINCHA,2019,54000,MANUAL,HIDRAULICA,2000,4x2,PLOMO,GASOLINA,
FORD,FOCUS,9900.0,PASTAZA,2013,101000,CVT,ASISTIDA,1798,AWD,NARANJA,GASOLINA,
FORD,RANGER,8100.0,PICHINCHA,2001,405000,MANUAL,ELECTRONICA,4000,4x4,AZUL,GASOLINA,
KIA,SONET,20990.0,PICHINCHA,2023,26790,AUTOMATICA,ASISTIDA,1500,4x2,PLOMO,GASOLINA,
KIA,SONET,21470.0,PICHINCHA,2024,28099,AUTOMATICA,ASISTIDA,1500,4x2,PLOMO,GASOLINA,
KIA,SONET,22470.0,PICHINCHA,2024,24611,AUTOMATICA,ELECTRONICA,1500,4x2,PLOMO,GASOLINA,
KIA,SONET,18100.0,GUAYAS,2024,15195,MANUAL,ELECTRONICA,1500,4x2,PLOMO,GASOLINA,
KIA,SONET,22490.0,PICHINCHA,2024,27669,AUTOMATICA,ELECTRONICA,1500,4x2,PLOMO,GASOLINA,
KIA,SONET,22470.0,PICHINCHA,2024,30420,AUTOMATICA,ELECTRONICA,1500,4x2,PLOMO,GASOLINA,
KIA,SONET,22470.0,PICHINCHA,2024,24360,AUTOMATICA,ELECTRONICA,1500,4x2,BLANCO,GASOLINA,
KIA,SONET,19470.0,PICHINCHA,2023,27540,MANUAL,ELECTRONICA,1500,4x2,BLANCO,GASOLINA,
FORD,F150 LARIAT SC ECOBOOST,34400.0,GUAYAS,2016,62000,AUTOMATICA,HIDRAULICA,3500,4x4,PLOMO,GASOLINA,
FORD,RANGER XL,35900.0,PICHINCHA,2022,75326,MANUAL,HIDRAULICA,3200,4x4,PLOMO,DIESEL,
FORD,RANGER XL,35900.0,PICHINCHA,2022,75000,MANUAL,ASISTIDA,3200,4x4,PLOMO,DIESEL,
FORD,F150 LARIAT,34400.0,GUAYAS,2016,62000,AUTOMATICA,HIDRAULICA,3500,4x4,PLOMO,GASOLINA,
FORD,BRONCO,43400.0,TUNGURAHUA,2022,21300,AUTOMATICA,HIDRAULICA,2300,4x4,CELESTE,GASOLINA,
FORD,BRONCO SPORT WILDTRAK,42900.0,PICHINCHA,2021,43300,AUTOMATICA,ASISTIDA,2000,4x4,BLANCO,GASOLINA,
FORD,F150 LARIAT SC ECOBOOST,44900.0,TUNGURAHUA,2019,27000,AUTOMATICA,ELECTRONICA,3500,4x4,PLOMO,GASOLINA,
FORD,RANGER,42000.0,PICHINCHA,2020,60500,MANUAL,ELECTRONICA,1500,4x2,NEGRO,DIESEL,
FORD,F150 LARIAT,41000.0,PICHINCHA,2016,111074,AUTOMATICA,HIDRAULICA,3500,4x4,NEGRO,GASOLINA,
FORD,RANGER XLS,43000.0,LOS RIOS,2022,38000,MANUAL,MECANICA,1297,4x4,CREMA,DIESEL,
FORD,FUSION,13500.0,PICHINCHA,2014,180000,AUTOMATICA,HIDRAULICA,2400,4x2,PLOMO,GASOLINA,
FORD,RANGER XLS,25000.0,PICHINCHA,2018,59000,MANUAL,HIDRAULICA,2500,4x2,ROJO,GASOLINA,
FORD,RANGER XL,24900.0,MANABI,2019,66000,MANUAL,HIDRAULICA,2200,4x2,PLOMO,DIESEL,
FORD,RANGER XL,22400.0,GUAYAS,2019,66000,MANUAL,HIDRAULICA,2200,4x2,PLOMO,DIESEL,
FORD,RANGER XLS,27900.0,PICHINCHA,2019,99741,MANUAL,MECANICA,2500,4x2,BLANCO,GASOLINA,
FORD,RANGER XL,29900.0,PICHINCHA,2019,114000,MULTITRONIC,ELECTRONICA,2200,4x4,BLANCO,DIESEL,
FORD,RANGER XLS,28400.0,PICHINCHA,2017,200000,MANUAL,ASISTIDA,3200,4x4,PLOMO,DIESEL,
FORD,F150 SC,25900.0,PICHINCHA,2014,64000,TIPTRONIC,HIDRAULICA,3700,4x2,VERDE,GASOLINA,
FORD,F150 XLT,29900.0,CHIMBORAZO,2015,105000,AUTOMATICA,ELECTRONICA,3500,4x2,NEGRO,GASOLINA,
FORD,F150,41000.0,PICHINCHA,2016,111074,AUTOMATICA,ELECTRONICA,3500,4x4,NEGRO,GASOLINA,
FORD,EDGE,34500.0,GUAYAS,2024,18000,AUTOMATICA,ELECTRONICA,2000,4x2,VINO,GASOLINA,
FORD,F150,34400.0,TUNGURAHUA,2015,137000,AUTOMATICA,ELECTRONICA,3500,4x4,AZUL,ELECTRICO,
FORD,EDGE,35000.0,GUAYAS,2017,37400,TIPTRONIC,ASISTIDA,1495,4x4,CREMA,GASOLINA,
FORD,F150 XLT,30400.0,TUNGURAHUA,2017,84000,AUTOMATICA,ASISTIDA,3500,4x2,BLANCO,GASOLINA,
FORD,F150 XLT,30500.0,PICHINCHA,2015,140000,AUTOMATICA,HIDRAULICA,3500,4x2,BLANCO,GASOLINA,
FORD,EXPEDITION EDDIE BAUER,10500.0,IMBABURA,2006,295000,AUTOMATICA,ASISTIDA,5500,AWD,CREMA,GASOLINA,
FORD,FOCUS,12800.0,PICHINCHA,2015,64000,AUTOMATICA,ELECTRONICA,2000,4x2,BLANCO,GASOLINA,
FORD,FOCUS,12800.0,PICHINCHA,2015,64000,AUTOMATICA,HIDRAULICA,2000,4x2,BLANCO,GASOLINA,
FORD,FOCUS,12900.0,PICHINCHA,2015,102000,AUTOMATICA,ELECTRONICA,2000,4x2,ROJO,GASOLINA,
FORD,MONDEO,17900.0,PICHINCHA,2019,44576,AUTOMATICA,ASISTIDA,2500,AWD,AZUL,GASOLINA,
FORD,MONDEO,18990.0,PICHINCHA,2019,43000,AUTOMATICA,ASISTIDA,2500,4x2,NEGRO,GASOLINA,
FORD,EXPLORER,29400.0,GUAYAS,2018,80000,AUTOMATICA,ASISTIDA,3500,4x4,VERDE,GASOLINA,
FORD,F150 DC,29600.0,PICHINCHA,2015,100000,AUTOMATICA,ELECTRONICA,3500,4x2,VINO,GASOLINA,
FORD,F150 DC,28600.0,TUNGURAHUA,2015,64000,TIPTRONIC,HIDRAULICA,3500,4x4,NEGRO,GASOLINA,
FORD,F150 SC,25900.0,PICHINCHA,2014,64000,AUTOMATICA,ELECTRONICA,3700,4x2,VERDE,GASOLINA,
FORD,F150,25800.0,PICHINCHA,2013,123000,AUTOMATICA,ELECTRONICA,5000,4x4,ROJO,GASOLINA,
FORD,EXPEDITION,28500.0,PICHINCHA,2014,52800,AUTOMATICA,HIDRAULICA,5400,4x4,BLANCO,GASOLINA,
FIAT,FIORINO FIRE,4990.0,PICHINCHA,2008,333333,MANUAL,MECANICA,2008,4x2,PLOMO,GASOLINA,
FORD,EDGE SEL,25900.0,TUNGURAHUA,2019,52100,AUTOMATICA,HIDRAULICA,2000,4x2,CREMA,GASOLINA,
FORD,F150 XL CS,10900.0,PICHINCHA,2010,141279,AUTOMATICA,ASISTIDA,4500,4x2,BLANCO,GASOLINA,
FORD,FOCUS,10900.0,PICHINCHA,2015,105000,AUTOMATICA,HIDRAULICA,2000,4x2,BLANCO,GASOLINA,
FORD,FOCUS,11900.0,AZUAY,2013,135329,MANUAL,HIDRAULICA,2000,4x2,PLOMO,GASOLINA,
FORD,ECOSPORT,12900.0,PICHINCHA,2015,180000,MANUAL,ELECTRONICA,2000,4x2,ROJO,GASOLINA,
FORD,ECOSPORT,13990.0,LOS RIOS,2015,112000,MULTITRONIC,ASISTIDA,1332,4x2,PLOMO,HIBRIDO,
FORD,ECOSPORT TITANIUM,13900.0,GALAPAGOS,2014,123000,AUTOMATICA,HIDRAULICA,2997,4x4,AMARILLO,DIESEL,
FORD,EXPLORER XLT,29400.0,GUAYAS,2018,80000,AUTOMATICA,HIDRAULICA,3500,4x4,ROJO,GASOLINA,
FORD,ESCAPE,26400.0,PICHINCHA,2022,51850,AUTOMATICA,ASISTIDA,2000,4x2,PLOMO,GASOLINA,
FORD,ESCAPE,27900.0,PICHINCHA,2022,34000,TIPTRONIC,ELECTRONICA,2000,4x2,AZUL,GASOLINA,
FORD,ESCAPE,27900.0,PICHINCHA,2022,34000,AUTOMATICA,ELECTRONICA,2000,4x2,AZUL,GASOLINA,
FORD,ECOSPORT,12500.0,PICHINCHA,2013,143700,MANUAL,HIDRAULICA,2000,4x2,NARANJA,GASOLINA,
FORD,ECOSPORT,13990.0,PICHINCHA,2013,143000,MANUAL,HIDRAULICA,1333,4x2,NARANJA,GASOLINA,
FORD,F150 SC,10000.0,PICHINCHA,2010,142000,AUTOMATICA,HIDRAULICA,4500,4x2,BLANCO,GASOLINA,
FORD,F150,11900.0,PICHINCHA,2010,166000,MANUAL,MECANICA,4600,4x2,NEGRO,GASOLINA,
FORD,F150,12000.0,PICHINCHA,2007,268000,AUTOMATICA,ELECTRONICA,5400,4x4,PLOMO,GASOLINA,
FORD,F150,13900.0,COTOPAXI,2006,181832,AUTOMATICA,HIDRAULICA,5400,4x4,BLANCO,GASOLINA,
FORD,ECOSPORT TITANIUM,10900.0,AZUAY,2014,134000,MANUAL,ELECTRONICA,3900,AWD,VERDE,DIESEL,
FORD,ECOSPORT,13400.0,GUAYAS,2020,41114,AUTOMATICA,ASISTIDA,2000,4x2,PLOMO,GASOLINA,
FORD,EXPLORER XLT,37500.0,GALAPAGOS,2022,40000,AUTOMATICA,ELECTRONICA,3500,4x2,PLOMO,GASOLINA,
FORD,EXPLORER XLT,37900.0,MORONA SANTIAGO,2017,56000,AUTOMATICA,ASISTIDA,3500,4x4,NEGRO,GASOLINA,
FORD,EXPLORER XLT,37900.0,PICHINCHA,2019,99487,AUTOMATICA,ASISTIDA,3500,4x4,ROJO,GASOLINA,
FORD,EXPLORER XLT,37900.0,PICHINCHA,2019,99487,AUTOMATICA,MECANICA,3500,4x4,ROJO,GASOLINA,
FORD,EXPEDITION,10400.0,GUAYAS,2008,243800,AUTOMATICA,ASISTIDA,5400,4x4,NEGRO,ELECTRICO,
FORD,EXPLORER,10900.0,PICHINCHA,2010,150000,TIPTRONIC,MECANICA,4000,4x2,ROJO,HIBRIDO,
FORD,EXPLORER,11990.0,CHIMBORAZO,2009,260000,AUTOMATICA,HIDRAULICA,4000,4x2,NEGRO,GASOLINA,
GAC,GS8,20400.0,PICHINCHA,2020,81000,AUTOMATICA,HIDRAULICA,2000,4x4,BLANCO,GASOLINA,
GAC,GS8,49900.0,PICHINCHA,2023,25000,AUTOMATICA,ELECTRONICA,2000,4x2,BLANCO,GASOLINA,
GAC,GS3,16400.0,AZUAY,2023,67000,MANUAL,HIDRAULICA,1500,4x2,BLANCO,GASOLINA,
GAC,GS3,16900.0,TUNGURAHUA,2024,19381,MANUAL,HIDRAULICA,1500,4x2,BLANCO,GASOLINA,
FORD,ESCAPE,12800.0,PICHINCHA,2009,219000,AUTOMATICA,HIDRAULICA,3000,4x4,PLOMO,GASOLINA,
GAC,GS4,17500.0,PICHINCHA,2020,30000,AUTOMATICA,HIDRAULICA,1495,4x2,CAFE,GASOLINA,
FORD,EXPLORER XLT,12000.0,PICHINCHA,2009,210000,AUTOMATICA,HIDRAULICA,4000,4x2,CREMA,GASOLINA,
FORD,ESCAPE XLS,10990.0,PICHINCHA,2012,228000,AUTOMATICA,HIDRAULICA,3000,4x2,PLOMO,GASOLINA,
FORD,ESCAPE XLS,11900.0,IMBABURA,2012,236000,AUTOMATICA,HIDRAULICA,3000,4x2,AZUL,GASOLINA,
FORD,ESCAPE XLS,10990.0,PICHINCHA,2012,235000,AUTOMATICA,HIDRAULICA,3000,4x2,PLOMO,GASOLINA,
GAC,GA4,12900.0,PICHINCHA,2021,81000,MANUAL,MECANICA,1500,AWD,PLOMO,GASOLINA,
